ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1132,"Young adult","Low","M","M",2,+0053010.80,"N",19,"573848138","1958211265595121",19591201,"699 THORNTON AVE",,"ALLEN","TX","75013","0",,,+0012451.25,46,6225,622,+0011.50,4,7,+00000622.5625,+00000000.00000
1133,"Senior","High","M","M",1,+0075004.50,"N",65,"152952277","7730834919311288",19030129,"11865 N ROUTE E",,"ALBANY","NY","12205","0",,,+0026522.65,32,13261,1326,+0008.00,3,9,+00000000.0000,+00001326.13250
1134,"Adult","Low","M","M",0,+0019749.30,"N",60,"707244505","7303519646982652",19760530,"35110 S SOCIA RD",,"CAROLINA","PR","0979","0",,,+0020222.02,13,10111,1011,+0003.25,5,7,+00001011.1010,+00000000.00000
1135,"Adult","Medium","M","S",1,+0057626.90,"Y",44,"173351576","1125366361127451",19861003,"PO BOX 1643",,"MANATI","PR","0674","0",,,+0009380.94,38,2345,234,+0005.70,5,11,+00000000.0000,+00000234.52350
1136,"Adult","High","M","M",2,+0020078.00,"N",33,"187599785","8363895343193939",19730801,"6626 KIEKE RD",,"COPPERHILL","TN","37317","0",,,+0009650.97,6,2412,241,+0000.90,1,17,+00000000.0000,+00000482.54850
1137,"Young adult","Low","F","M",2,+0047902.00,"N",26,"721302023","2927607510615344",19730801,"150 E GAY ST FL 23",,"WHITFIELD","MS","39193","0",,,+0017441.74,49,8720,872,+0012.25,5,10,+00000872.0870,+00000000.00000
1138,"Child","Low","M","M",1,+0007545.96,"Y",17,"189008809","9090045437390816",19360712,"2325 WILLIAMSBRIDGE RD APT 6A",,"PORT ANGELES","WA","98362","0",-123.429715,+048.103178,+0022392.24,178,11196,1119,+0044.50,1,8,+00001119.6120,+00000000.00000
1139,"Adult","Low","M","S",2,+0089459.90,"N",53,"190306285","4618976392192733",19140127,"180 ATTUCKS LN",,"HOUSTON","TX","77012","4037",,,+0011541.15,22,5770,577,+0005.50,5,7,+00000577.0575,+00000000.00000
1140,"Adult","High","F","S",1,+0013576.50,"N",39,"950280062","2229096338633950",19351226,"2 RILEY RD",,"GAP","PA","17527","0",,,+0014831.48,25,7415,741,+0006.25,1,5,+00000000.0000,+00000741.57400
1141,"Adult","High","F","M",2,+0042031.80,"N",51,"832180470","7466807582215169",19000325,"15 CALLE BETANCES",,"DORADO","PR","0646","2196",,,+0020452.05,39,10226,1022,+0009.75,5,7,+00000000.0000,+00001022.60250
1142,"Young adult","Low","M","S",2,+0043634.50,"N",22,"980990819","7416037254649978",19730401,"7865 HORSESHOE TRL SE",,"CLOVER","SC","29710","0",,,+0029442.94,104,14721,1472,+0026.00,5,9,+00001472.1470,+00000000.00000
1143,"Adult","High","F","S",1,+0013109.10,"N",63,"677493346","9658236110289147",19250407,"594 6TH AVE W",,"LITTLE RIVER","KS","67457","0",,,+0022382.24,40,11191,1119,+0010.00,5,8,+00000000.0000,+00001119.11200
1144,"Adult","High","M","S",1,+0092647.50,"N",56,"210216831","1666657975975462",19690912,"10903 77TH ST NW",,"ALBANY","NY","12204","0",-073.742708,+042.672667,+0016041.60,10,8020,802,+0002.50,1,10,+00000000.0000,+00000802.08000
1145,"Adult","High","M","S",2,+0021021.60,"Y",63,"172132864","4849138036037099",19830601,"PO BOX 5727",,"TARRYTOWN","NY","10591","0",-073.862437,+041.081767,+0003000.30,11,750,75,+0001.65,4,15,+00000000.0000,+00000150.01500
1146,"Adult","High","M","S",0,+0074460.70,"Y",55,"168698383","4733782760546774",19520413,"535 JACKSON AVE APT 18A",,"PONCE","PR","0717","710",,,+0025532.55,179,12766,1276,+0044.75,3,7,+00000000.0000,+00001276.62750
1147,"Adult","Low","F","S",2,+0028787.40,"N",42,"146117410","1643414004093074",19530322,"5628 FM 2088",,"CAYEY","PR","0736","0",,,+0027972.80,58,13986,1398,+0014.50,4,6,+00001398.6400,+00000000.00000
1148,"Adult","Medium","M","M",1,+0013091.60,"N",59,"198848585","8014524234113484",19870119,"PO BOX 3732",,"AUSTIN","TX","78758","0",,,+0022792.28,20,11396,1139,+0005.00,4,6,+00000000.0000,+00001139.61400
1149,"Adult","Low","F","M",2,+0062061.80,"Y",46,"327815186","1989154988631564",19480824,"7904 149TH ST",,"LOCKHART","TX","78644","0",-097.691400,+029.869900,+0029862.99,52,14931,1493,+0013.00,2,9,+00001493.1495,+00000000.00000
1150,"Young adult","High","F","M",1,+0020550.90,"Y",22,"946557823","6527062719343539",19160601,"14 6TH ST APT 1",,"LEBANON JUNCTION","KY","40150","0",,,+0027722.77,57,13861,1386,+0014.25,1,7,+00000000.0000,+00001386.13850
1151,"Young adult","High","M","M",2,+0001765.41,"N",19,"567034285","4633169029549739",19310805,"7628 WH BURGES DR",,"LAMAR","CO","81052","0",-102.615545,+038.079841,+0003040.30,44,760,76,+0006.60,1,15,+00000000.0000,+00000152.01500
1152,"Adult","High","F","S",2,+0019131.10,"N",56,"147753716","5965321620098467",19450826,"PSC 3 BOX 1326",,"NEW YORK","NY","10003","0",,,+0022152.22,34,11076,1107,+0008.50,5,7,+00000000.0000,+00001107.61100
1153,"Young adult","High","M","M",0,+0047870.80,"Y",27,"127376932","6820019213951789",19130210,"40 CALLE 1 SAN MIGUEL",,"PEORIA","IL","61615","6721",-089.634585,+040.732813,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
1154,"Adult","High","F","S",2,+0006440.46,"Y",48,"460249834","8125701709319076",19640513,"37A BAIRD AVE",,"SEATTLE","WA","98103","0",-122.350139,+047.690691,+0022662.27,27,11331,1133,+0006.75,2,8,+00000000.0000,+00001133.11350
1155,"Adult","Medium","M","M",2,+0028766.90,"N",47,"179106455","4287313917945029",19070208,"798 S UNIVERSITY DR",,"KEAAU","HI","96749","0",,,+0006110.61,58,1527,152,+0008.70,4,14,+00000000.0000,+00000152.76525
264,"Adult","Low","M","M",1,+0095448.60,"Y",54,"698096012","6043111298924664",19920411,"2417AH REGENCY BLVD STE 6",,"BUNKIE","LA","71322","0",-092.192883,+030.949491,+0024242.42,5,12121,1212,+0001.25,5,9,+00001212.1210,+00000000.00000
265,"Child","High","M","S",1,+0024141.50,"Y",17,"130322029","1317177255298791",19340604,"56 W HILL RD",,"PLAINFIELD","NJ","07060","2563",-074.417000,+040.625305,+0028822.88,97,14411,1441,+0024.25,3,8,+00000000.0000,+00001441.14400
266,"Adult","High","M","S",2,+0063152.60,"Y",63,"909108370","4126288093632677",19060503,"606 STATE RT 17",,"SEATTLE","WA","98112","0",,,+0029932.99,40,14966,1496,+0010.00,1,6,+00000000.0000,+00001496.64950
267,"Adult","Low","M","S",2,+0072084.70,"N",56,"105667973","2911018208525624",19750511,"536 DWIGHT ST STE 7",,"SWAMPSCOTT","MA","01907","0",,,+0029112.91,9,14556,1455,+0002.25,4,8,+00001455.6455,+00000000.00000
268,"Adult","Low","F","S",0,+0042760.50,"N",46,"673993288","7431943325800400",19750728,"12364 SWAMP FOX HWY W",,"DURANGO","CO","81301","0",,,+0013471.35,40,6735,673,+0010.00,3,5,+00000673.5675,+00000000.00000
269,"Adult","High","F","S",1,+0049072.00,"N",47,"101605891","1401350532167942",19531217,"32-942 MAMALAHOA HWY",,"FARGO","ND","58102","0",-096.795249,+046.878554,+0023502.35,10,11751,1175,+0002.50,2,5,+00000000.0000,+00001175.11750
270,"Adult","High","F","M",0,+0027371.80,"Y",48,"105129336","9075431497770664",19980626,"198 N UNIVERSITY DR",,"PHOENIX","AZ","85085","0",,,+0016141.61,126,8070,807,+0031.50,1,8,+00000000.0000,+00000807.08050
271,"Adult","High","M","M",1,+0071472.90,"N",42,"124442202","4216970417070465",19720131,"2307 OLD HIGHWAY RD",,"SCHOFIELD","WI","54476","0",,,+0016021.60,114,8010,801,+0028.50,1,8,+00000000.0000,+00000801.08000
272,"Adult","High","F","M",0,+0095405.70,"N",42,"101197731","2363230751649929",19020316,"580 SHADY LN",,"MONTCLAIR","NJ","07042","0",,,+0007740.77,6,1935,193,+0000.90,2,15,+00000000.0000,+00000387.03850
273,"Adult","Low","F","S",0,+0095786.80,"Y",43,"133836895","6951515774741214",19880922,"2458 STRAIGHT ST APT 5",,"FAIRFIELD","IL","62837","0",-088.360047,+038.381199,+0021332.13,87,10666,1066,+0021.75,2,10,+00001066.6065,+00000000.00000
274,"Adult","High","M","S",0,+0090321.60,"N",30,"793964461","3283408953641901",19951103,"200 S BROADWAY ST STE 101",,"CEDAR RAPIDS","IA","52402","0",,,+0000870.09,11,217,21,+0001.65,4,17,+00000000.0000,+00000043.50450
275,"Adult","High","M","S",0,+0090478.60,"N",55,"150420152","3642772201098431",19480229,"PO BOX 612",,"ALPHARETTA","GA","30004","8685",,,+0018021.80,136,9010,901,+0034.00,2,10,+00000000.0000,+00000901.09000
276,"Adult","Medium","F","M",2,+0056187.00,"N",42,"122560030","5135205076205937",19090211,"202 COURTHOUSE",,"JOPLIN","MO","64804","0",-094.513459,+037.048783,+0008090.81,13,2022,202,+0001.95,2,12,+00000000.0000,+00000202.27025
277,"Young adult","Medium","F","S",1,+0037000.00,"N",24,"117734792","5939293378759346",19510711,"349 N 145TH ST",,"SAN ANTONIO","TX","78247","0",,,+0023562.36,206,11781,1178,+0051.50,5,7,+00000000.0000,+00001178.11800
278,"Adult","Low","M","M",2,+0029616.00,"N",49,"182153108","7911656444867866",19650307,"17539 ROUTE 111 PMB 17039",,"OCEAN ISLE BEACH","NC","28469","0",,,+0029782.98,45,14891,1489,+0011.25,1,10,+00001489.1490,+00000000.00000
279,"Adult","High","M","M",0,+0019732.80,"N",51,"198397679","3350514438366645",19120207,"1208 W EVERGREEN ST",,"FAIRLAWN","OH","44334","0",,,+0024812.48,22,12406,1240,+0005.50,5,8,+00000000.0000,+00001240.62400
280,"Adult","High","M","S",2,+0000096.33,"N",56,"206969433","6040815359098288",19360222,"47 RIDEOAT RD",,"SAN CLEMENTE","CA","92673","0",,,+0026132.61,32,13066,1306,+0008.00,4,8,+00000000.0000,+00001306.63050
281,"Young adult","Medium","F","M",2,+0052004.80,"N",25,"212083173","7635926257167711",19400817,"3699 SAYRE ST",,"SEATTLE","WA","98103","0",-122.350139,+047.690691,+0005030.50,23,1257,125,+0003.45,1,11,+00000000.0000,+00000125.76250
282,"Young adult","Low","M","M",2,+0053010.80,"N",19,"192038981","5020388750429834",19280216,"I107 COLORADO ST",,"ARECIBO","PR","0612","0",,,+0012451.25,46,6225,622,+0011.50,2,8,+00000622.5625,+00000000.00000
283,"Senior","Low","M","M",0,+0075004.50,"N",65,"142193963","5195220450570611",19990929,"7796 GREEN LINKS DR SE",,"RICHARDSON","TX","75081","0",,,+0026522.65,32,13261,1326,+0008.00,3,8,+00001326.1325,+00000000.00000
284,"Adult","Low","M","M",0,+0019749.30,"N",60,"796033206","1119904288652114",19670912,"2891 N STAGECOACH DR",,"SPRINGFIELD","MA","01105","0",-072.567445,+042.095142,+0020222.02,13,10111,1011,+0003.25,4,5,+00001011.1010,+00000000.00000
285,"Adult","High","M","S",1,+0057626.90,"Y",44,"123455736","5892940007898684",19270216,"203 ACADEMY ST APT 419",,"SILVER CREEK","GA","30173","0",,,+0009380.94,38,2345,234,+0005.70,4,18,+00000000.0000,+00000469.04700
286,"Adult","Medium","M","M",2,+0020078.00,"N",33,"167491215","7750340125892910",19951027,"PO BOX 74710",,"MOUNT SOLON","VA","22843","0",,,+0009650.97,6,2412,241,+0000.90,2,10,+00000000.0000,+00000241.27425
287,"Young adult","Low","F","M",2,+0047902.00,"N",26,"182060875","5263540147681113",19580208,"18 VILLAGE WAY APT 1005",,"SWAMPSCOTT","MA","01907","0",,,+0017441.74,49,8720,872,+0012.25,4,7,+00000872.0870,+00000000.00000
288,"Child","Low","M","M",1,+0007545.96,"Y",17,"273682974","1057561356792150",19111120,"700 AVENUE M",,"LOGAN","OH","43138","0",-082.411849,+039.539814,+0022392.24,178,11196,1119,+0044.50,3,8,+00001119.6120,+00000000.00000
289,"Adult","Medium","F","S",0,+0078851.30,"N",48,"705501255","4635351525462260",19261127,"4309 43RD ST APT 2E",,"MOCA","PR","0676","0",,,+0000370.04,28,92,9,+0004.20,1,14,+00000000.0000,+00000009.25100
290,"Adult","Low","F","S",1,+0017540.70,"Y",63,"325557867","8498390389670137",19250131,"450 7TH ST APT 1L",,"LODI","NJ","07644","0",-074.084046,+040.877256,+0022172.22,13,11086,1108,+0003.25,2,10,+00001108.6110,+00000000.00000
291,"Adult","High","F","M",0,+0083891.90,"Y",61,"175906307","2759027393588501",19950513,"2215 PIZITZ DR SW APT 45",,"HUNTSVILLE","AL","35803","0",,,+0028922.89,45,14461,1446,+0011.25,2,8,+00000000.0000,+00001446.14450
292,"Adult","High","F","M",2,+0028220.80,"N",39,"647035475","2516231050345059",19030108,"PO BOX 750",,"LOCK HAVEN","PA","17745","0",-077.464071,+041.128142,+0026492.65,12,13246,1324,+0003.00,1,9,+00000000.0000,+00001324.63250
293,"Child","High","F","S",0,+0028589.10,"N",16,"104146819","4826575043686780",19790509,"498 BETHANY DR",,"NEW YORK","NY","10131","9901",,,+0013191.32,87,6595,659,+0021.75,2,7,+00000000.0000,+00000659.56600
294,"Adult","Low","F","M",2,+0005237.63,"N",49,"106787985","8495906416785808",19831014,"264 6TH ST",,"KINGMAN","AZ","86401","0",,,+0013321.33,56,6660,666,+0014.00,4,5,+00000666.0665,+00000000.00000
295,"Adult","Low","M","S",2,+0089459.90,"N",53,"762799559","5935911169590873",19950419,"23 CALLE VICENS",,"CRESTVIEW","FL","32531","0",,,+0011541.15,22,5770,577,+0005.50,3,10,+00000577.0575,+00000000.00000
296,"Adult","High","F","S",1,+0013576.50,"N",39,"197204842","3621409136716601",19441115,"17042 1700 NORTH AVE",,"AUSTIN","TX","78758","0",,,+0014831.48,25,7415,741,+0006.25,1,5,+00000000.0000,+00000741.57400
297,"Adult","Low","F","S",0,+0081710.90,"N",59,"197698822","2543421874931068",19210323,"10014 W 632 RD",,"WASHINGTON","PA","15301","0",-080.262602,+040.192054,+0020952.10,15,10476,1047,+0003.75,2,8,+00001047.6050,+00000000.00000
298,"Adult","Medium","F","M",2,+0067388.00,"N",53,"181947929","2790129788007034",19700828,"RR 3 BOX 176",,"ROXBURY CROSSING","MA","02120","0",-071.098766,+042.335496,+0004790.48,91,1197,119,+0013.65,3,10,+00000000.0000,+00000119.76200
299,"Adult","High","F","M",1,+0057063.00,"Y",52,"871198130","2834058171453225",19090720,"26 CAROLYN TER",,"HUNTSVILLE","AL","35801","0",-086.585312,+034.733646,+0016791.68,81,8395,839,+0020.25,5,5,+00000000.0000,+00000839.58400
300,"Adult","High","F","M",2,+0084166.10,"N",54,"845563490","5111841271385458",19060415,"340 S KALAMAZOO MALL",,"GREENSBURG","PA","15601","0",,,+0003280.33,11,820,82,+0001.65,1,17,+00000000.0000,+00000164.01650
301,"Adult","Low","F","S",1,+0007737.94,"N",43,"723289016","4881997826227152",19000330,"199 W AVENUE A",,"SAINT PETERSBURG","FL","33710","0",,,+0011051.11,50,5525,552,+0012.50,2,10,+00000552.5555,+00000000.00000
302,"Adult","Low","M","S",2,+0100020.00,"N",48,"995640333","3901645284640244",19230820,"634AC WESTERN AVE STE 1",,"SALLISAW","OK","74955","0",,,+0021372.14,293,10686,1068,+0073.25,5,9,+00001068.6070,+00000000.00000
303,"Young adult","High","F","M",2,+0045287.60,"Y",29,"185754080","4529008203259140",19080630,"1151 STERIGERE ST APT 29",,"HUALAPAI","AZ","86412","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
304,"Adult","High","F","M",2,+0059613.10,"N",34,"206165796","3662849593649813",19881221,"5781 BRIDGE ST STE 35",,"FARGO","ND","58102","0",-096.795249,+046.878554,+0012371.24,163,6185,618,+0040.75,3,8,+00000000.0000,+00000618.56200
305,"Adult","High","F","S",1,+0016326.70,"N",51,"178960479","5788696191395260",19500729,"RR 2 BOX 48",,"HOUSTON","TX","77079","4753",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
306,"Adult","Low","F","S",2,+0009559.78,"N",51,"121425868","8219111416279833",19871003,"PSC 7 BOX 885",,"PARSIPPANY","NJ","07054","0",,,+0018311.83,59,9155,915,+0014.75,1,5,+00000915.5915,+00000000.00000
307,"Adult","Low","F","M",2,+0042031.80,"N",51,"113977462","7348091373338990",19290309,"PO BOX 352",,"HARRISBURG","MO","65256","0",,,+0020452.05,39,10226,1022,+0009.75,1,6,+00001022.6025,+00000000.00000
308,"Young adult","High","F","M",2,+0083284.10,"Y",28,"819469066","6437806074995481",19910315,"3075 38TH AVE SW",,"SEATAC","WA","98188","0",,,+0026912.69,9,13456,1345,+0002.25,2,7,+00000000.0000,+00001345.63450
309,"Young adult","Medium","M","M",1,+0039229.10,"N",26,"888306117","2716485894570718",19521208,"1894 BITTER CREEK DR",,"SHORELINE","WA","98133","0",-122.349988,+047.732446,+0028822.88,13,14411,1441,+0003.25,4,8,+00000000.0000,+00001441.14400
310,"Adult","Low","F","D",1,+0068427.40,"N",42,"976267775","1905011825369644",19720521,"1 DEERFIELD DR",,"MOUNT UNION","PA","17066","0",-077.884355,+040.383188,+0023762.38,50,11881,1188,+0012.50,3,6,+00001188.1190,+00000000.00000
311,"Adult","Medium","M","S",0,+0003601.71,"N",49,"741679754","1800318157101058",19580612,"1 RISHAM AVE",,"CUBA","IL","61427","0",,,+0009570.96,111,2392,239,+0016.65,3,12,+00000000.0000,+00000239.27400
312,"Adult","Medium","F","S",0,+0098716.30,"N",56,"861654208","3777490412915658",19240831,"6947 ROUTE 23C",,"YAUCO","PR","0698","0",,,+0020972.10,13,10486,1048,+0003.25,4,9,+00001048.6050,+00000000.00000
313,"Adult","High","F","S",2,+0066182.70,"Y",62,"749173938","4264969326960885",19000708,"HC 1 BOX 262ECC",,"BROOKLYN","NY","11219","0",,,+0011701.17,47,5850,585,+0011.75,3,7,+00000000.0000,+00000585.05850
314,"Adult","Low","F","S",2,+0084789.30,"N",50,"161357405","2859010320679031",19470419,"7914 OAKDALE AVE",,"PASADENA","TX","77502","0",,,+0014221.42,10,7110,711,+0002.50,1,9,+00000711.0710,+00000000.00000
315,"Adult","Low","F","M",2,+0035976.50,"Y",49,"165768741","1254282240727066",19340514,"1339 N 1700 W",,"ARECIBO","PR","0612","0",,,+0018851.89,31,9425,942,+0007.75,4,6,+00000942.5945,+00000000.00000
316,"Senior","Low","F","M",0,+0032703.10,"Y",65,"198373130","2764181244498965",19690822,"1305 HALL ST",,"BLACKLICK","OH","43004","0",-082.798779,+039.999600,+0016801.68,56,8400,840,+0014.00,3,5,+00000840.0840,+00000000.00000
317,"Adult","High","F","M",2,+0008204.72,"N",53,"169104789","2386288911338339",19430213,"6798 E 66TH ST",,"PHENIX CITY","AL","36867","0",-085.004400,+032.474300,+0015591.56,24,7795,779,+0006.00,3,9,+00000000.0000,+00000779.57800
318,"Adult","Medium","M","M",1,+0097180.40,"N",51,"133081251","2321259868947223",19230728,"24334 WILLOW PASS DR",,"VICTORY MILLS","NY","12884","0",,,+0008210.82,45,2052,205,+0006.75,3,13,+00000000.0000,+00000205.27050
319,"Adult","Low","F","S",2,+0038280.00,"N",34,"109930630","4602071653924197",19230712,"B & R AUTO REPAIRS",,"RICHFIELD","UT","84701","0",,,+0011641.16,74,5820,582,+0018.50,1,6,+00000582.0580,+00000000.00000
320,"Adult","Low","M","S",0,+0064136.60,"Y",61,"249065502","6856284804316621",19010216,"1808 PINNACLE DR SW",,"GRAHAM","TX","76450","3557",,,+0016211.62,125,8105,810,+0031.25,5,5,+00000810.5810,+00000000.00000
321,"Adult","High","F","M",2,+0045429.70,"Y",62,"165637038","8921977402619760",19791003,"PO BOX 133050",,"CLEWISTON","FL","33440","0",,,+0024702.47,73,12351,1235,+0018.25,2,9,+00000000.0000,+00001235.12350
322,"Adult","Medium","F","S",0,+0025285.50,"N",54,"186899370","6983682271648343",19071230,"1540 KURE DR SW",,"SINTON","TX","78387","0",-097.506624,+028.040568,+0009370.94,11,2342,234,+0001.65,2,10,+00000000.0000,+00000234.27350
323,"Adult","High","F","M",2,+0077551.10,"Y",34,"313769049","7363994619954246",19460222,"15540 51ST ST SE",,"ELK GROVE","CA","95758","0",,,+0020532.05,41,10266,1026,+0010.25,2,10,+00000000.0000,+00001026.60250
324,"Child","High","F","M",0,+0038538.40,"N",12,"550354929","7746190845676788",19900317,"3806 OLD RANDOLPH RD",,"BILLINGS","MO","65610","0",,,+0022862.29,16,11431,1143,+0004.00,4,5,+00000000.0000,+00001143.11450
325,"Adult","Medium","F","S",0,+0069350.50,"Y",57,"789389909","6850847278607867",19331011,"45 W GARFIELD ST",,"DEMOTTE","IN","46310","0",,,+0001900.19,25,475,47,+0003.75,3,13,+00000000.0000,+00000047.50475
326,"Young adult","Low","M","S",2,+0043634.50,"N",22,"107656860","2861335006820384",19720717,"450 COUNTY ROAD 279 APT 454",,"NAHANT","MA","01908","0",,,+0029442.94,104,14721,1472,+0026.00,1,5,+00001472.1470,+00000000.00000
327,"Adult","High","F","S",1,+0013109.10,"N",63,"747559771","8206051872023569",19350131,"8000 COUNTY LANE 10",,"HOUSTON","TX","77077","4718",,,+0022382.24,40,11191,1119,+0010.00,5,8,+00000000.0000,+00001119.11200
328,"Adult","High","M","S",1,+0092647.50,"N",56,"618894486","6829142919141456",19860206,"4958 COUNTY ROAD 3470",,"WOODRIDGE","IL","60517","0",,,+0016041.60,10,8020,802,+0002.50,3,9,+00000000.0000,+00000802.08000
329,"Adult","Medium","M","S",2,+0021021.60,"Y",63,"748564259","1407872073370647",19740420,"418 W ORANGE ST",,"CHESTERFIELD","MI","48047","0",,,+0003750.38,11,937,93,+0001.65,1,14,+00000000.0000,+00000093.75950
330,"Adult","High","M","S",0,+0074460.70,"Y",55,"161875790","2669731872014196",19750926,"13601 COUNTY ROAD 103 # 2490",,"NORTH COLLINS","NY","14111","0",,,+0025532.55,179,12766,1276,+0044.75,4,8,+00000000.0000,+00001276.62750
331,"Adult","Low","F","S",2,+0028787.40,"N",42,"146445797","8435632790735233",19340523,"10303 W 70TH TER APT 105L",,"HALLSBORO","NC","28442","0",,,+0027972.80,58,13986,1398,+0014.50,1,9,+00001398.6400,+00000000.00000
332,"Adult","Low","M","M",1,+0013091.60,"N",59,"147185327","8798434376756965",19740719,"851 E 270 N",,"LOUISA","KY","41230","0",-082.673300,+038.159500,+0022792.28,20,11396,1139,+0005.00,4,6,+00001139.6140,+00000000.00000
333,"Adult","High","F","M",2,+0062061.80,"Y",46,"466914587","8588258889476151",19880621,"863 AVENUE C APT 2C",,"SOUTH HOUSTON","TX","77587","0",,,+0029862.99,52,14931,1493,+0013.00,5,8,+00000000.0000,+00001493.14950
334,"Young adult","Medium","F","M",1,+0020550.90,"Y",22,"117451513","8513846781963761",19311227,"1221 MAGIE AVE BLDG 6",,"BARCELONETA","PR","0617","2751",,,+0027722.77,57,13861,1386,+0014.25,1,5,+00000000.0000,+00001386.13850
335,"Young adult","High","M","M",2,+0001765.41,"N",19,"138602759","7880431667151482",19940814,"3613 W COMMODORE WAY",,"DELTONA","FL","32738","0",,,+0003040.30,44,760,76,+0006.60,2,20,+00000000.0000,+00000152.01500
